Country,Year,R&D Expenditure (% of GDP),Internet Penetration (%),Patent Filings,STEM Graduates (per 100k),High-Tech Exports (% GDP),Innovation Index Score
Country B,2014,0.5769261974193071,78.10291862132308,7039,790,33.413235142281025,54.06422817765171
Country A,2016,1.523743482878469,96.84631003698473,1650,271,16.964716467104036,60.55636391296896
Country E,2014,1.6405868563575712,59.82325126089174,6741,462,20.1793015962133,51.71625328252634
Country B,2014,1.6964683426907015,55.35394630517145,7838,902,34.696512104219266,40.98257413734239
Country D,2014,2.2405171076819967,91.84413638081568,3587,1078,17.713937308653357,83.96965284035977
Country D,2019,2.1008076401806353,71.51834101505366,8876,1086,32.7877296708148,88.2804915690442
Country E,2019,2.323715278380334,91.50147385614596,4262,1141,37.9347312901053,57.07851935157839
Country B,2012,2.794649784626385,93.76142005457532,2338,774,26.812363057380246,56.92534397127365
Country D,2010,2.9389572161482804,53.0604220873345,5996,1199,30.95695506081611,40.35459063871855
Country E,2014,2.6543692286794833,93.28977338631697,6780,1091,33.17840592143972,74.0125344165187
Country D,2023,3.366571087864804,71.96763371310169,3827,211,34.57638771138249,81.27199478743144
Country D,2018,0.5546977480290849,75.01119196120737,6232,340,18.82686682498786,47.33041501800016
Country D,2023,1.0873339570506384,80.7030330435673,3217,965,6.794221071159936,47.98331746835754
Country C,2010,0.5226886249344264,95.39274772977424,4539,754,19.06566949328588,79.50416249857189
Country B,2012,2.442424142463809,50.93668862705844,8845,216,28.58146804244314,70.81453741770723
Country E,2022,3.1940916468499605,73.36532994757303,5383,262,20.762263502327748,42.24302788138585
Country E,2022,1.2304468897288978,83.69838007909748,3961,452,31.21371028011395,71.12734952311408
Country B,2013,3.28110363438892,85.4126409272132,4226,664,17.494385031403233,55.4458861421883
Country B,2023,0.6808021708686826,83.9340891453183,7837,575,27.216044938641033,58.436257773542295
Country B,2010,3.303308080416543,56.587321340997974,8031,1003,11.52469316988911,78.48657091484401
Country B,2010,1.5548680617189032,64.67038383021239,4716,1180,31.227930282573492,80.54675963363053
Country A,2017,0.8042624853476495,67.57706074543366,4414,719,24.099358908455905,60.01783134199153
Country E,2011,1.9576152775589768,89.41742317629574,2448,1036,12.14225359913102,87.35764680031774
Country A,2021,1.270329703161524,63.6592337483131,1570,289,15.216891072423254,60.323135897603606
Country D,2017,1.3546187058857684,60.32454322949295,3904,919,31.201304800364134,78.5918017615055
Country D,2016,1.4218698947788597,96.91495293286671,3505,1003,21.891043248153224,64.19386322821296
Country E,2019,2.9090776934979905,50.434300970559974,1917,995,12.561100413757528,84.8766163261042
Country D,2019,2.1174838300257637,98.89322192841693,7982,829,38.85449166296042,85.38806218250893
Country B,2011,1.433923097468011,83.16424364401239,8427,1060,30.029375693591078,44.37084039355419
Country A,2015,2.3310013499327553,90.59499567300674,7336,374,38.499719138892864,86.82466656551128
Country B,2015,2.6484520226695807,64.43635042096346,2678,275,19.948676587612013,81.27674207602078
Country D,2012,1.3178720022006014,50.70144860568594,1615,812,21.628511924210216,79.56553571563335
Country A,2020,1.7406473045760547,86.15560640951497,8086,1125,36.42843256647567,50.04556698427612
Country B,2011,0.8656582800108427,90.87308525303311,5749,862,23.376726908588463,80.25596043773325
Country E,2021,1.043448048604041,86.28333046572243,4505,599,29.75476191669835,82.50663673425184
Country B,2010,2.5433535618949485,56.99966407774109,5529,981,13.826050712343548,54.457516722707545
Country D,2015,1.0443150430868808,86.9179681905915,2135,1169,20.63542640459242,87.61300391811619
Country A,2021,2.0754901510011807,87.67721632327441,9566,270,9.320745303362429,42.49300731995821
Country E,2014,2.627138785167298,82.26848526783269,8226,379,12.209301255693658,47.495462662356985
Country A,2023,0.8206307692842315,87.53968070698372,6162,323,5.033019534367088,66.87905690257571
Country E,2023,2.2019366588867104,91.45015054420887,1206,580,6.374276807703108,68.78962355611549
Country A,2020,1.2696883511040913,80.06660159763547,5875,492,39.204933811192525,72.25750416504516
Country D,2018,3.3887806257127395,54.341630984514275,2319,996,13.482379329786681,40.848456465773324
Country E,2010,1.9506369401597743,73.89376267369333,2141,394,28.21587483264007,88.01833873110651
Country C,2016,2.9179776493254743,53.80481739890865,5627,1110,34.3684894579864,42.2294046367072
Country A,2014,2.1506796264687855,69.9696085205891,8389,427,24.27311607327975,47.153097636170116
Country A,2014,0.6302375985644575,69.94821796715576,3690,630,10.360057502938467,40.70072587630285
Country B,2023,2.399454126782067,53.23448236287184,8323,1141,30.484075306765824,68.34292166470473
Country E,2011,3.3542100266199713,67.09220616450449,4255,635,26.008799353485408,86.61334419604862
Country C,2020,2.3048354604389933,55.43890684077443,9281,986,30.59377062715813,73.29735830402322
Country D,2012,2.9575665782803706,89.60352529045188,6213,660,31.94113179999805,81.13287342402137
Country B,2016,3.1526193900452233,96.43671327225907,5108,817,39.13936286896608,40.664060172929005
Country C,2015,1.1842393158467974,53.54350728763899,4020,220,25.07471480093485,67.1007649239863
Country E,2021,1.13613451972468,96.80064515729336,2857,263,16.957438944171063,62.97814887527609
Country C,2011,2.332942966552975,75.60625336750051,9996,364,27.696259491508297,64.94839721103965
Country A,2015,1.7330854094201142,64.67871821973982,3789,226,7.395424823491915,43.6106592667594
Country A,2011,3.0195839086001612,53.76624168853201,4875,510,36.40890614125552,74.22176805346538
Country B,2011,3.2000693701940337,74.53058913545047,8605,484,9.178335396836887,65.16102074293173
Country E,2011,1.5602641379081543,88.93126168004669,9135,859,16.474499326003638,78.2574424930632
Country E,2023,1.2106116769234463,84.64723738606821,7055,480,33.551088321914236,64.26453170308577
Country C,2020,2.8415765457315856,52.46107456173471,4882,1037,25.905933241574914,47.4690818113216
Country B,2012,1.3244181066444083,53.572189933027275,8175,1030,18.777243209710473,72.4128477038911
Country E,2011,2.9678429555410353,69.74079084899921,8129,363,21.57024807812575,48.619318105258316
Country A,2013,1.7712147609462885,64.46923420834922,6021,1097,34.90915876207631,83.61972816774075
Country C,2018,2.5026496978744115,61.38683182974634,5735,1117,16.900153512096225,70.65581195346208
Country D,2015,0.7866059415040045,63.769220446526965,3387,423,35.437738968426,47.86019417784771
Country A,2010,2.371577974029719,89.37065442154736,7582,983,8.084705084184202,88.11690287406034
Country B,2017,1.8553030362116874,95.53217462796084,6866,345,32.187945302302076,65.91827316676603
Country E,2021,2.2598253895264224,69.85003203185076,3566,1164,34.664167156915774,43.64492259358275
Country A,2023,1.0040426232345903,94.39943910449236,1975,1149,11.363617849306856,71.34164522075336
Country D,2016,2.7106212348325465,65.75328936114622,8212,1067,20.062128633027015,52.65994535064051
Country D,2019,3.088391232629686,73.34541233084579,2262,229,10.792492113227947,80.18467259386512
